Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-27 15:00:00-03:00,0.0005250715767033398,0.000530530116520822,0.0005250715767033398,0.000530530116520822,0,0.0,0.0
2023-12-27 16:00:00-03:00,0.0005304543883539736,0.0005305939121171832,0.0005256402073428035,0.0005270511610433459,0,0.0,0.0
2023-12-27 17:00:00-03:00,0.000526915886439383,0.0005288405227474868,0.0005237720906734467,0.0005240305326879025,0,0.0,0.0
2023-12-27 18:00:00-03:00,0.0005246649379841983,0.0005270030815154314,0.000524619419593364,0.0005270030815154314,0,0.0,0.0
2023-12-27 19:00:00-03:00,0.0005265655927360058,0.0005293228896334767,0.0005265655927360058,0.0005280424957163632,0,0.0,0.0
2023-12-27 20:00:00-03:00,0.0005272789858281612,0.0005320373456925154,0.000527082069311291,0.0005273362039588392,0,0.0,0.0
2023-12-27 21:00:00-03:00,0.0005280206678435206,0.000539747066795826,0.0005280206678435206,0.0005390711594372988,0,0.0,0.0
2023-12-27 22:00:00-03:00,0.0005388013087213039,0.0005402786773629487,0.0005353910382837057,0.0005353910382837057,0,0.0,0.0
2023-12-27 23:00:00-03:00,0.0005346203106455505,0.0005349380080588162,0.0005322934594005346,0.0005341474898159504,0,0.0,0.0
2023-12-28 00:00:00-03:00,0.0005295801674947143,0.0005307639366947114,0.0005289278924465179,0.000530092278495431,0,0.0,0.0
2023-12-28 01:00:00-03:00,0.0005295012961141765,0.0005312719149515033,0.0005277499440126121,0.000529389944858849,0,0.0,0.0
2023-12-28 02:00:00-03:00,0.0005294308066368103,0.0005304778460413218,0.0005241736071184278,0.0005241736071184278,0,0.0,0.0
2023-12-28 03:00:00-03:00,0.0005239445599727333,0.0005293028661981225,0.0005232103285379708,0.0005232103285379708,0,0.0,0.0
2023-12-28 04:00:00-03:00,0.0005237868172116578,0.0005237868172116578,0.0005202494794502854,0.0005222947220318019,0,0.0,0.0
2023-12-28 05:00:00-03:00,0.0005224007181823254,0.0005281629855744541,0.0005215346463955939,0.0005281629855744541,0,0.0,0.0
2023-12-28 06:00:00-03:00,0.0005237835575826466,0.0005281862104311585,0.0005237835575826466,0.000523927214089781,0,0.0,0.0
2023-12-28 07:00:00-03:00,0.0005233201081864536,0.0005277975578792393,0.0005233201081864536,0.0005240294267423451,0,0.0,0.0
2023-12-28 08:00:00-03:00,0.000523709983099252,0.0005311689455993474,0.0005220149178057909,0.0005311689455993474,0,0.0,0.0
2023-12-28 09:00:00-03:00,0.0005316357710398734,0.0005316357710398734,0.0005180896841920912,0.0005180896841920912,0,0.0,0.0
2023-12-28 10:00:00-03:00,0.0005169861251488328,0.0005222504842095077,0.0005163721507415175,0.0005220534512773156,0,0.0,0.0
