Open,High,Low,Close,Volume
2024-01-03 13:00:00-03:00,158.35157775878906,158.8842315673828,154.39825439453125,156.1920928955078,1525152
2024-01-03 17:00:00-03:00,156.2508544921875,157.3699951171875,154.44813537597656,154.5570526123047,2538176
2024-01-03 21:00:00-03:00,154.58999633789062,155.80465698242188,154.02505493164062,154.55397033691406,2421536
2024-01-04 01:00:00-03:00,154.5504150390625,154.63706970214844,151.17303466796875,153.26617431640625,8810704
2024-01-04 05:00:00-03:00,153.59617614746094,158.35797119140625,152.565673828125,157.34361267089844,25141040
2024-01-04 09:00:00-03:00,157.36334228515625,162.37579345703125,156.64846801757812,162.37579345703125,3346640
2024-01-04 13:00:00-03:00,162.383056640625,164.6397705078125,162.31930541992188,163.7349395751953,5536240
2024-01-04 17:00:00-03:00,163.7410125732422,164.72821044921875,161.7473602294922,164.72821044921875,7306048
2024-01-04 21:00:00-03:00,164.68356323242188,164.77833557128906,160.00009155273438,160.43768310546875,10529968
2024-01-05 01:00:00-03:00,160.43817138671875,161.56463623046875,158.54661560058594,159.4109649658203,3878224
2024-01-05 05:00:00-03:00,159.3695068359375,164.03846740722656,158.8343963623047,159.0789031982422,232880
2024-01-05 09:00:00-03:00,159.1148681640625,160.35108947753906,158.03553771972656,158.56581115722656,0
2024-01-05 13:00:00-03:00,158.8649444580078,160.94635009765625,156.29576110839844,156.37425231933594,1750944
2024-01-05 17:00:00-03:00,156.36329650878906,157.38771057128906,154.7163848876953,155.87953186035156,2333520
2024-01-05 21:00:00-03:00,155.90887451171875,158.6244354248047,155.40789794921875,157.9456787109375,383568
2024-01-06 01:00:00-03:00,157.9342498779297,157.9342498779297,150.94496154785156,153.2625274658203,2315392
2024-01-06 05:00:00-03:00,153.2612762451172,156.0546417236328,152.5821075439453,153.47793579101562,0
2024-01-06 09:00:00-03:00,153.4777374267578,153.64012145996094,150.89236450195312,152.99037170410156,89144
2024-01-06 13:00:00-03:00,153.0355682373047,154.17945861816406,152.6733856201172,153.47747802734375,1625792
2024-01-06 17:00:00-03:00,153.46697998046875,154.0738525390625,152.11097717285156,152.7113800048828,0
2024-01-06 21:00:00-03:00,152.72503662109375,154.51803588867188,152.70663452148438,154.12489318847656,0
2024-01-07 01:00:00-03:00,154.16378784179688,155.16644287109375,152.86964416503906,153.03941345214844,0
2024-01-07 05:00:00-03:00,153.0543670654297,154.26864624023438,152.57508850097656,153.05477905273438,533784
2024-01-07 09:00:00-03:00,153.0323028564453,153.0323028564453,150.2857208251953,150.39593505859375,287936
2024-01-07 13:00:00-03:00,150.4132537841797,150.90151977539062,148.52093505859375,148.52288818359375,0
2024-01-07 17:00:00-03:00,148.5257568359375,148.8789825439453,145.55857849121094,146.13259887695312,5442640
2024-01-07 21:00:00-03:00,146.125732421875,147.21466064453125,144.0312957763672,145.62283325195312,6111736
2024-01-08 01:00:00-03:00,145.6209716796875,149.06597900390625,145.47235107421875,149.06597900390625,5727808
2024-01-08 05:00:00-03:00,149.13394165039062,153.8612518310547,149.13394165039062,152.99484252929688,15801760
2024-01-08 09:00:00-03:00,153.0147247314453,154.0047607421875,152.11024475097656,152.4824981689453,7890904
2024-01-08 13:00:00-03:00,152.6265106201172,153.5143585205078,151.57859802246094,152.61721801757812,9608888
2024-01-08 17:00:00-03:00,152.64309692382812,153.50531005859375,146.89268493652344,148.18849182128906,13777792
2024-01-08 21:00:00-03:00,148.17002868652344,148.34640502929688,145.2871856689453,147.37522888183594,5035200
2024-01-09 01:00:00-03:00,147.3743133544922,148.4070281982422,146.01568603515625,148.0376434326172,1958360
2024-01-09 05:00:00-03:00,148.0752410888672,148.62973022460938,146.76658630371094,147.1267547607422,0
2024-01-09 09:00:00-03:00,147.2638397216797,148.18153381347656,145.2982177734375,145.65744018554688,778312
2024-01-09 13:00:00-03:00,145.59634399414062,147.89794921875,145.26617431640625,145.5638885498047,0
2024-01-09 17:00:00-03:00,145.6177520751953,145.9651641845703,142.914794921875,144.31439208984375,1140384
2024-01-09 21:00:00-03:00,144.3162384033203,147.01956176757812,143.78433227539062,146.7653350830078,0
2024-01-10 01:00:00-03:00,146.74801635742188,147.8892059326172,146.35848999023438,147.43443298339844,1744144
2024-01-10 05:00:00-03:00,147.43653869628906,149.56573486328125,146.43353271484375,149.09396362304688,1166992
2024-01-10 09:00:00-03:00,149.09396362304688,150.81248474121094,146.79576110839844,150.21034240722656,9277448
2024-01-10 13:00:00-03:00,150.19207763671875,150.20875549316406,147.8129425048828,149.00099182128906,2781584
2024-01-10 17:00:00-03:00,148.9835205078125,151.4274444580078,146.3126983642578,149.12594604492188,3792648
2024-01-10 21:00:00-03:00,149.0684051513672,151.06448364257812,148.77386474609375,151.06448364257812,6420192
