Gmt time,Open,High,Low,Close,Volume,Dividends,Stock Splits
27.11.2023 09:30:00.000,189.9199981689453,190.38999938964844,189.49000549316406,189.6699981689453,1791883,0,0
27.11.2023 09:35:00.000,189.67010498046875,189.77999877929688,189.35000610351562,189.6199951171875,1230664,0,0
27.11.2023 09:40:00.000,189.6199951171875,189.7299041748047,189.42999267578125,189.5500030517578,491208,0,0
27.11.2023 09:45:00.000,189.5500030517578,189.6143035888672,189.02499389648438,189.06849670410156,832688,0,0
27.11.2023 09:50:00.000,189.07000732421875,189.25979614257812,188.89999389648438,189.22500610351562,703628,0,0
27.11.2023 09:55:00.000,189.22000122070312,189.24000549316406,189.0500030517578,189.24000549316406,380199,0,0
27.11.2023 10:00:00.000,189.24000549316406,189.65499877929688,189.24000549316406,189.64500427246094,600588,0,0
27.11.2023 10:05:00.000,189.64500427246094,189.89999389648438,189.50999450683594,189.86500549316406,552089,0,0
27.11.2023 10:10:00.000,189.85000610351562,189.91000366210938,189.57000732421875,189.62030029296875,366892,0,0
27.11.2023 10:15:00.000,189.62319946289062,189.63999938964844,189.39999389648438,189.4949951171875,377863,0,0
27.11.2023 10:20:00.000,189.5,189.5500030517578,189.0800018310547,189.13999938964844,445180,0,0
27.11.2023 10:25:00.000,189.1300048828125,189.2747039794922,189.02000427246094,189.05999755859375,571584,0,0
27.11.2023 10:30:00.000,189.07000732421875,189.2100067138672,189.00999450683594,189.13999938964844,506543,0,0
27.11.2023 10:35:00.000,189.13999938964844,189.33999633789062,189.13999938964844,189.27000427246094,399148,0,0
27.11.2023 10:40:00.000,189.25999450683594,189.35000610351562,189.22120666503906,189.3000030517578,250981,0,0
27.11.2023 10:45:00.000,189.3000030517578,189.35000610351562,189.17999267578125,189.2550048828125,333714,0,0
27.11.2023 10:50:00.000,189.25,189.35000610351562,189.181396484375,189.28500366210938,309068,0,0
27.11.2023 10:55:00.000,189.27999877929688,189.44000244140625,189.2550048828125,189.3300018310547,263467,0,0
27.11.2023 11:00:00.000,189.3350067138672,189.3415069580078,189.2100067138672,189.22000122070312,233370,0,0
27.11.2023 11:05:00.000,189.21299743652344,189.3800048828125,189.0449981689453,189.375,376330,0,0
27.11.2023 11:10:00.000,189.3699951171875,189.38999938964844,189.17999267578125,189.22000122070312,432477,0,0
27.11.2023 11:15:00.000,189.21499633789062,189.3000030517578,189.13999938964844,189.26499938964844,342721,0,0
27.11.2023 11:20:00.000,189.27000427246094,189.42999267578125,189.21499633789062,189.3350067138672,249073,0,0
27.11.2023 11:25:00.000,189.32859802246094,189.5,189.27000427246094,189.4949951171875,262465,0,0
27.11.2023 11:30:00.000,189.49000549316406,189.55999755859375,189.44000244140625,189.55999755859375,363943,0,0
27.11.2023 11:35:00.000,189.5449981689453,189.82000732421875,189.5449981689453,189.75,418335,0,0
27.11.2023 11:40:00.000,189.7449951171875,189.97999572753906,189.72999572753906,189.97500610351562,511542,0,0
27.11.2023 11:45:00.000,189.97500610351562,190.1190948486328,189.9199981689453,190.0959014892578,610686,0,0
27.11.2023 11:50:00.000,190.10000610351562,190.24000549316406,190.01400756835938,190.2301025390625,490302,0,0
27.11.2023 11:55:00.000,190.22999572753906,190.4199981689453,190.1999969482422,190.27000427246094,552609,0,0
27.11.2023 12:00:00.000,190.27000427246094,190.3300018310547,190.2050018310547,190.31500244140625,313998,0,0
27.11.2023 12:05:00.000,190.30999755859375,190.47000122070312,190.3079071044922,190.36329650878906,360528,0,0
27.11.2023 12:10:00.000,190.36500549316406,190.39999389648438,190.27999877929688,190.37060546875,249993,0,0
27.11.2023 12:15:00.000,190.3800048828125,190.44000244140625,190.2100067138672,190.34500122070312,313804,0,0
27.11.2023 12:20:00.000,190.34500122070312,190.36000061035156,190.23500061035156,190.32969665527344,344843,0,0
27.11.2023 12:25:00.000,190.3249969482422,190.50999450683594,190.3000030517578,190.3699951171875,335852,0,0
27.11.2023 12:30:00.000,190.37899780273438,190.42999267578125,190.31869506835938,190.36000061035156,186930,0,0
