Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-27 15:00:00-03:00,0.24451446533203125,0.24502024054527283,0.2440946400165558,0.24464407563209534,0,0.0,0.0
2023-12-27 16:00:00-03:00,0.24673539400100708,0.24777184426784515,0.24655841290950775,0.24724936485290527,1243742,0.0,0.0
2023-12-27 17:00:00-03:00,0.247259721159935,0.24859069287776947,0.247259721159935,0.24832783639431,136964,0.0,0.0
2023-12-27 18:00:00-03:00,0.24840033054351807,0.24871103465557098,0.2476394772529602,0.24782054126262665,0,0.0,0.0
2023-12-27 19:00:00-03:00,0.24811235070228577,0.24835516512393951,0.24694876372814178,0.24694876372814178,0,0.0,0.0
2023-12-27 20:00:00-03:00,0.2467246651649475,0.24877582490444183,0.2467246651649475,0.24875302612781525,267572,0.0,0.0
2023-12-27 21:00:00-03:00,0.24890603125095367,0.2516661286354065,0.24875757098197937,0.2516661286354065,879124,0.0,0.0
2023-12-27 22:00:00-03:00,0.25142723321914673,0.25328144431114197,0.25142723321914673,0.2521268129348755,1734326,0.0,0.0
2023-12-27 23:00:00-03:00,0.2521631121635437,0.2521943151950836,0.2505464553833008,0.2518780827522278,46608,0.0,0.0
2023-12-28 00:00:00-03:00,0.2515648603439331,0.25158146023750305,0.250425785779953,0.25158146023750305,0,0.0,0.0
2023-12-28 01:00:00-03:00,0.2510289251804352,0.2539553940296173,0.2510289251804352,0.2527550160884857,732220,0.0,0.0
2023-12-28 02:00:00-03:00,0.2516403794288635,0.2516403794288635,0.24954231083393097,0.2503092885017395,72172,0.0,0.0
2023-12-28 03:00:00-03:00,0.2504076361656189,0.2504076361656189,0.24792204797267914,0.24792204797267914,21664,0.0,0.0
2023-12-28 04:00:00-03:00,0.24733266234397888,0.24776612222194672,0.24516117572784424,0.24547143280506134,858562,0.0,0.0
2023-12-28 05:00:00-03:00,0.24559548497200012,0.24688540399074554,0.24504871666431427,0.24652495980262756,136154,0.0,0.0
2023-12-28 06:00:00-03:00,0.2460423856973648,0.2463354468345642,0.24559451639652252,0.2462354600429535,0,0.0,0.0
2023-12-28 07:00:00-03:00,0.2461833953857422,0.24657779932022095,0.24574993550777435,0.24657779932022095,0,0.0,0.0
2023-12-28 08:00:00-03:00,0.24655990302562714,0.2470938265323639,0.24619922041893005,0.2470938265323639,0,0.0,0.0
2023-12-28 09:00:00-03:00,0.2470875233411789,0.2470875233411789,0.2435399442911148,0.2435399442911148,260184,0.0,0.0
2023-12-28 10:00:00-03:00,0.24280092120170593,0.24280092120170593,0.24159905314445496,0.24196147918701172,973268,0.0,0.0
2023-12-28 11:00:00-03:00,0.2424376755952835,0.2424376755952835,0.23727546632289886,0.23762273788452148,1421400,0.0,0.0
2023-12-28 12:00:00-03:00,0.23683947324752808,0.23842622339725494,0.23683597147464752,0.23689906299114227,646082,0.0,0.0
2023-12-28 13:00:00-03:00,0.23720510303974152,0.23720510303974152,0.23603926599025726,0.23648692667484283,4490,0.0,0.0
2023-12-28 14:00:00-03:00,0.2364174723625183,0.2397000938653946,0.2364174723625183,0.23834680020809174,25726,0.0,0.0
2023-12-28 15:00:00-03:00,0.23817774653434753,0.24001234769821167,0.23817774653434753,0.2394057661294937,95242,0.0,0.0
2023-12-28 16:00:00-03:00,0.23949898779392242,0.24057598412036896,0.23946526646614075,0.24057598412036896,0,0.0,0.0
2023-12-28 17:00:00-03:00,0.2406924068927765,0.2406924068927765,0.2386184185743332,0.23917847871780396,78020,0.0,0.0
2023-12-28 18:00:00-03:00,0.2391529381275177,0.24021990597248077,0.2376137524843216,0.2376137524843216,214848,0.0,0.0
2023-12-28 19:00:00-03:00,0.23802681267261505,0.23937149345874786,0.2379595786333084,0.23937149345874786,39706,0.0,0.0
2023-12-28 20:00:00-03:00,0.2392902374267578,0.23985731601715088,0.23892143368721008,0.23958918452262878,0,0.0,0.0
2023-12-28 21:00:00-03:00,0.23919863998889923,0.24007776379585266,0.23723161220550537,0.23723161220550537,0,0.0,0.0
2023-12-28 22:00:00-03:00,0.2363864779472351,0.23710152506828308,0.2339700162410736,0.2343575805425644,473918,0.0,0.0
2023-12-28 23:00:00-03:00,0.2343277931213379,0.23712660372257233,0.23410438001155853,0.23712660372257233,0,0.0,0.0
2023-12-29 00:00:00-03:00,0.2372451275587082,0.23968569934368134,0.23717465996742249,0.23939929902553558,264600,0.0,0.0
2023-12-29 01:00:00-03:00,0.2396484613418579,0.23998470604419708,0.23904713988304138,0.23998470604419708,0,0.0,0.0
2023-12-29 02:00:00-03:00,0.2399599254131317,0.2399599254131317,0.2385767549276352,0.23892877995967865,0,0.0,0.0
2023-12-29 03:00:00-03:00,0.23946613073349,0.23946613073349,0.2381085604429245,0.23884689807891846,479318,0.0,0.0
2023-12-29 04:00:00-03:00,0.2390172928571701,0.2392663210630417,0.23698031902313232,0.23698031902313232,0,0.0,0.0
2023-12-29 05:00:00-03:00,0.2362082600593567,0.2375400960445404,0.2362082600593567,0.2375400960445404,0,0.0,0.0
2023-12-29 06:00:00-03:00,0.23761123418807983,0.23902545869350433,0.23722511529922485,0.23890770971775055,172360,0.0,0.0
2023-12-29 07:00:00-03:00,0.2389250248670578,0.2403291016817093,0.2389250248670578,0.23894713819026947,194378,0.0,0.0
2023-12-29 08:00:00-03:00,0.23895831406116486,0.24031004309654236,0.23880203068256378,0.2396167665719986,0,0.0,0.0
2023-12-29 09:00:00-03:00,0.2396666556596756,0.24014107882976532,0.23898397386074066,0.23936350643634796,0,0.0,0.0
2023-12-29 10:00:00-03:00,0.23936252295970917,0.23990733921527863,0.23835252225399017,0.23990733921527863,0,0.0,0.0
2023-12-29 11:00:00-03:00,0.23988351225852966,0.24072714149951935,0.23920360207557678,0.24072714149951935,0,0.0,0.0
