Open,High,Low,Close,Volume
2023-12-27 13:00:00-03:00,0.05092812329530716,0.052356116473674774,0.05072801560163498,0.052356116473674774,149250
2023-12-27 17:00:00-03:00,0.05237051472067833,0.05752907320857048,0.05237051472067833,0.057502079755067825,2454588
2023-12-27 21:00:00-03:00,0.057508423924446106,0.0576201006770134,0.05556228384375572,0.05729375034570694,848736
2023-12-28 01:00:00-03:00,0.05731021240353584,0.057729657739400864,0.05581355094909668,0.05581451579928398,722540
2023-12-28 05:00:00-03:00,0.05580338463187218,0.05592309311032295,0.05505548417568207,0.05505548417568207,262486
2023-12-28 09:00:00-03:00,0.05503636226058006,0.055088527500629425,0.053373921662569046,0.05364442616701126,197562
2023-12-28 13:00:00-03:00,0.053629301488399506,0.05411821976304054,0.05354661867022514,0.05411453917622566,0
2023-12-28 17:00:00-03:00,0.05410473421216011,0.05464700609445572,0.053914811462163925,0.054644227027893066,0
2023-12-28 21:00:00-03:00,0.05464967340230942,0.05535159632563591,0.05455280467867851,0.05535159632563591,0
2023-12-29 01:00:00-03:00,0.05535416305065155,0.055603232234716415,0.05474492534995079,0.05474642291665077,0
2023-12-29 05:00:00-03:00,0.05475057661533356,0.05521029233932495,0.054670218378305435,0.05495397374033928,0
2023-12-29 09:00:00-03:00,0.054958276450634,0.05575890839099884,0.05489517003297806,0.055733129382133484,0
2023-12-29 13:00:00-03:00,0.055727194994688034,0.05598831921815872,0.05444415286183357,0.05471424758434296,0
2023-12-29 17:00:00-03:00,0.05471253767609596,0.05532924830913544,0.05451856553554535,0.05454157665371895,0
2023-12-29 21:00:00-03:00,0.05454884096980095,0.05533803254365921,0.05453485995531082,0.05513010919094086,0
2023-12-30 01:00:00-03:00,0.055130042135715485,0.055493876338005066,0.055052533745765686,0.05506255477666855,0
2023-12-30 05:00:00-03:00,0.05506341531872749,0.05506628379225731,0.05461430922150612,0.05467315390706062,23558
2023-12-30 09:00:00-03:00,0.05467761680483818,0.05548352375626564,0.05467761680483818,0.05538088455796242,26051
2023-12-30 13:00:00-03:00,0.05538078024983406,0.0571623332798481,0.05536503717303276,0.05698958411812782,97112
2023-12-30 17:00:00-03:00,0.05699821189045906,0.057375285774469376,0.05680486932396889,0.056855715811252594,109403
2023-12-30 21:00:00-03:00,0.056852228939533234,0.05781058594584465,0.05682851001620293,0.05774521455168724,119554
2023-12-31 01:00:00-03:00,0.05774962902069092,0.05903545394539833,0.05774962902069092,0.05894548445940018,584532
2023-12-31 05:00:00-03:00,0.058938320726156235,0.05968770757317543,0.0588112510740757,0.05959894135594368,203868
2023-12-31 09:00:00-03:00,0.05960891395807266,0.061303555965423584,0.05960891395807266,0.060120899230241776,1340154
2023-12-31 13:00:00-03:00,0.060116734355688095,0.06029936298727989,0.0583086796104908,0.05847260728478432,220799
2023-12-31 17:00:00-03:00,0.05851099640130997,0.05876029282808304,0.05805224925279617,0.05821684002876282,0
2023-12-31 21:00:00-03:00,0.05821973457932472,0.058813754469156265,0.05814502760767937,0.05843318626284599,40717
2024-01-01 01:00:00-03:00,0.05843408778309822,0.05870744585990906,0.05833140015602112,0.058392029255628586,0
2024-01-01 05:00:00-03:00,0.05839018151164055,0.058803629130125046,0.05839018151164055,0.0584721565246582,83505
2024-01-01 09:00:00-03:00,0.05846858769655228,0.05877234786748886,0.05811633542180061,0.05856282636523247,0
2024-01-01 13:00:00-03:00,0.0585663802921772,0.058842048048973083,0.05771349370479584,0.05789438262581825,62969
2024-01-01 17:00:00-03:00,0.05790300294756889,0.05853515490889549,0.057548295706510544,0.058389317244291306,206173
2024-01-01 21:00:00-03:00,0.05838533118367195,0.05907820910215378,0.058049265295267105,0.05897149443626404,181765
2024-01-02 01:00:00-03:00,0.05897394195199013,0.05964041128754616,0.05867282673716545,0.05892292410135269,475234
2024-01-02 05:00:00-03:00,0.05891610309481621,0.059201281517744064,0.05716867744922638,0.05721050128340721,712651
2024-01-02 09:00:00-03:00,0.05721459537744522,0.05752768740057945,0.0572085939347744,0.0572085939347744,218405
2024-01-02 13:00:00-03:00,0.05721128359436989,0.057403892278671265,0.05688904598355293,0.05711044371128082,21619
2024-01-02 17:00:00-03:00,0.05710524320602417,0.057151008397340775,0.056588154286146164,0.05680694058537483,147824
2024-01-02 21:00:00-03:00,0.056810732930898666,0.05698119103908539,0.05658470466732979,0.05686931312084198,0
2024-01-03 01:00:00-03:00,0.056897249072790146,0.05709337070584297,0.0566265769302845,0.05662807822227478,0
2024-01-03 05:00:00-03:00,0.05659189820289612,0.056691285222768784,0.0555424802005291,0.0555601604282856,41928
2024-01-03 09:00:00-03:00,0.055559154599905014,0.055601831525564194,0.05233600363135338,0.053107406944036484,1272845
2024-01-03 13:00:00-03:00,0.0531398169696331,0.05387197062373161,0.0531398169696331,0.05347996950149536,193141
2024-01-03 17:00:00-03:00,0.05348525196313858,0.05418741703033447,0.05344400182366371,0.05379491299390793,36921
2024-01-03 21:00:00-03:00,0.053787849843502045,0.054104965180158615,0.05369844660162926,0.05399671941995621,38623
2024-01-04 01:00:00-03:00,0.05399186536669731,0.05405586212873459,0.053144559264183044,0.05351613461971283,2581917
2024-01-04 05:00:00-03:00,0.05351603031158447,0.053551867604255676,0.05159127712249756,0.051716458052396774,4140694
2024-01-04 09:00:00-03:00,0.05171427130699158,0.05306180194020271,0.05165184289216995,0.05287639796733856,0
2024-01-04 13:00:00-03:00,0.052869949489831924,0.05358486622571945,0.052869949489831924,0.05339610204100609,57440
2024-01-04 17:00:00-03:00,0.05339863896369934,0.053927116096019745,0.053140316158533096,0.05317993834614754,51318
2024-01-04 21:00:00-03:00,0.053168997168540955,0.05363122373819351,0.052797093987464905,0.05313722789287567,116222
2024-01-05 01:00:00-03:00,0.05313663184642792,0.0539589524269104,0.0528673455119133,0.0529317744076252,49029
2024-01-05 05:00:00-03:00,0.05293335020542145,0.0530884824693203,0.05273580551147461,0.05276350677013397,0
2024-01-05 09:00:00-03:00,0.05276218056678772,0.05343825742602348,0.05260998010635376,0.05315098166465759,0
2024-01-05 13:00:00-03:00,0.05312125012278557,0.05330193415284157,0.0526200495660305,0.052961159497499466,83546
2024-01-05 17:00:00-03:00,0.052975285798311234,0.05318639054894447,0.05254330858588219,0.05270490422844887,0
2024-01-05 21:00:00-03:00,0.05268380790948868,0.05270889401435852,0.05168822035193443,0.05197552219033241,0
2024-01-06 01:00:00-03:00,0.051973745226860046,0.051973745226860046,0.05121949687600136,0.0513245165348053,66064
2024-01-06 05:00:00-03:00,0.051323067396879196,0.051323067396879196,0.050484396517276764,0.05066823959350586,90309
2024-01-06 09:00:00-03:00,0.05067348852753639,0.051409367471933365,0.0505777969956398,0.05133148282766342,65034
2024-01-06 13:00:00-03:00,0.05134817585349083,0.05179339274764061,0.05110779404640198,0.05157199501991272,62601
2024-01-06 17:00:00-03:00,0.05157116428017616,0.05193626880645752,0.05083223059773445,0.050976384431123734,120479
2024-01-06 21:00:00-03:00,0.050995077937841415,0.051521655172109604,0.050969384610652924,0.051518138498067856,16004
2024-01-07 01:00:00-03:00,0.05151411145925522,0.05161386728286743,0.05070376768708229,0.05079875886440277,112364
2024-01-07 05:00:00-03:00,0.050806187093257904,0.051488813012838364,0.050806187093257904,0.051488813012838364,2199218
