Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-03 13:00:00-03:00,14.122840881347656,14.205039978027344,14.083294868469238,14.096296310424805,0,0.0,0.0
2024-01-03 14:00:00-03:00,14.097476959228516,14.102551460266113,13.970412254333496,13.979321479797363,3151680,0.0,0.0
2024-01-03 15:00:00-03:00,13.982453346252441,14.082792282104492,13.898615837097168,13.898615837097168,1395328,0.0,0.0
2024-01-03 16:00:00-03:00,13.90259838104248,14.161892890930176,13.90259838104248,14.073504447937012,11839488,0.0,0.0
2024-01-03 17:00:00-03:00,14.07394790649414,14.220430374145508,14.058337211608887,14.220430374145508,3513664,0.0,0.0
2024-01-03 18:00:00-03:00,14.21883487701416,14.27064037322998,14.182332992553711,14.266843795776367,2203968,0.0,0.0
2024-01-03 19:00:00-03:00,14.265892028808594,14.265892028808594,14.09359359741211,14.134604454040527,0,0.0,0.0
2024-01-03 20:00:00-03:00,14.140305519104004,14.154142379760742,14.101513862609863,14.149688720703125,6069696,0.0,0.0
2024-01-03 21:00:00-03:00,14.150727272033691,14.294004440307617,14.150727272033691,14.183825492858887,10369536,0.0,0.0
2024-01-03 22:00:00-03:00,14.183685302734375,14.183685302734375,14.032012939453125,14.032960891723633,6867584,0.0,0.0
2024-01-03 23:00:00-03:00,14.032228469848633,14.27483081817627,14.032228469848633,14.27483081817627,18223680,0.0,0.0
2024-01-04 00:00:00-03:00,14.283148765563965,14.379966735839844,14.273280143737793,14.310206413269043,12964160,0.0,0.0
2024-01-04 01:00:00-03:00,14.310120582580566,14.382784843444824,14.291810035705566,14.374698638916016,8685440,0.0,0.0
2024-01-04 02:00:00-03:00,14.373473167419434,14.436558723449707,14.360909461975098,14.383721351623535,0,0.0,0.0
2024-01-04 03:00:00-03:00,14.383978843688965,14.483624458312988,14.383771896362305,14.46120548248291,1729344,0.0,0.0
2024-01-04 04:00:00-03:00,14.460892677307129,14.482913970947266,14.328692436218262,14.328692436218262,0,0.0,0.0
2024-01-04 05:00:00-03:00,14.325871467590332,14.33973503112793,14.265552520751953,14.29175090789795,1793408,0.0,0.0
2024-01-04 06:00:00-03:00,14.29224681854248,14.366985321044922,14.292096138000488,14.352699279785156,0,0.0,0.0
2024-01-04 07:00:00-03:00,14.351778984069824,14.351778984069824,14.174958229064941,14.28235912322998,0,0.0,0.0
2024-01-04 08:00:00-03:00,14.28233814239502,14.345799446105957,14.256272315979004,14.324397087097168,0,0.0,0.0
2024-01-04 09:00:00-03:00,14.325469970703125,14.447624206542969,14.323556900024414,14.402589797973633,0,0.0,0.0
2024-01-04 10:00:00-03:00,14.401795387268066,14.401795387268066,14.323522567749023,14.387113571166992,0,0.0,0.0
2024-01-04 11:00:00-03:00,14.385231971740723,14.4814453125,14.288881301879883,14.4814453125,0,0.0,0.0
2024-01-04 12:00:00-03:00,14.482216835021973,14.671464920043945,14.482216835021973,14.671464920043945,0,0.0,0.0
2024-01-04 13:00:00-03:00,14.672080993652344,14.685567855834961,14.503401756286621,14.540887832641602,0,0.0,0.0
2024-01-04 14:00:00-03:00,14.540497779846191,14.612893104553223,14.488855361938477,14.53429889678955,0,0.0,0.0
2024-01-04 15:00:00-03:00,14.535690307617188,14.588212013244629,14.5034818649292,14.588212013244629,0,0.0,0.0
2024-01-04 16:00:00-03:00,14.588641166687012,14.69550609588623,14.585234642028809,14.619499206542969,0,0.0,0.0
2024-01-04 17:00:00-03:00,14.620811462402344,14.75055980682373,14.617688179016113,14.633474349975586,2851008,0.0,0.0
2024-01-04 18:00:00-03:00,14.633116722106934,14.69759750366211,14.560540199279785,14.598917961120605,0,0.0,0.0
2024-01-04 19:00:00-03:00,14.599042892456055,14.682847023010254,14.525223731994629,14.532085418701172,0,0.0,0.0
2024-01-04 20:00:00-03:00,14.53089427947998,14.57169246673584,14.51674747467041,14.553810119628906,0,0.0,0.0
2024-01-04 21:00:00-03:00,14.554085731506348,14.642992973327637,14.505778312683105,14.552021026611328,0,0.0,0.0
2024-01-04 22:00:00-03:00,14.550785064697266,14.550785064697266,14.142629623413086,14.242612838745117,13249920,0.0,0.0
2024-01-04 23:00:00-03:00,14.235451698303223,14.300017356872559,14.123717308044434,14.135890007019043,3929280,0.0,0.0
2024-01-05 00:00:00-03:00,14.137203216552734,14.227801322937012,14.137203216552734,14.162376403808594,0,0.0,0.0
2024-01-05 01:00:00-03:00,14.163591384887695,14.163591384887695,14.077882766723633,14.102840423583984,7616608,0.0,0.0
2024-01-05 02:00:00-03:00,14.09306812286377,14.197840690612793,14.091805458068848,14.181971549987793,4192480,0.0,0.0
2024-01-05 03:00:00-03:00,14.18297290802002,14.231966018676758,14.142585754394531,14.230729103088379,3252800,0.0,0.0
2024-01-05 04:00:00-03:00,14.22982120513916,14.471891403198242,14.22982120513916,14.44499683380127,24059488,0.0,0.0
2024-01-05 05:00:00-03:00,14.445391654968262,14.493329048156738,14.40694808959961,14.409239768981934,8061632,0.0,0.0
2024-01-05 06:00:00-03:00,14.4098539352417,14.538822174072266,14.4098539352417,14.500283241271973,15343424,0.0,0.0
2024-01-05 07:00:00-03:00,14.503854751586914,14.605241775512695,14.44263744354248,14.44263744354248,11270880,0.0,0.0
2024-01-05 08:00:00-03:00,14.435383796691895,14.49434757232666,14.237224578857422,14.237224578857422,22282208,0.0,0.0
2024-01-05 09:00:00-03:00,14.238798141479492,14.25356388092041,14.173888206481934,14.174911499023438,9671648,0.0,0.0
2024-01-05 10:00:00-03:00,14.17487907409668,14.22000503540039,14.115715980529785,14.14400577545166,10078016,0.0,0.0
2024-01-05 11:00:00-03:00,14.142824172973633,14.178356170654297,13.984650611877441,14.010506629943848,13630784,0.0,0.0
2024-01-05 12:00:00-03:00,13.99731159210205,14.108724594116211,13.96971607208252,14.01371955871582,0,0.0,0.0
2024-01-05 13:00:00-03:00,14.03229808807373,14.090707778930664,13.995841979980469,13.995841979980469,0,0.0,0.0
2024-01-05 14:00:00-03:00,13.991294860839844,13.996252059936523,13.873883247375488,13.987197875976562,25529536,0.0,0.0
2024-01-05 15:00:00-03:00,13.987289428710938,13.992424964904785,13.91230297088623,13.950003623962402,3918400,0.0,0.0
2024-01-05 16:00:00-03:00,13.949823379516602,13.949823379516602,13.864317893981934,13.864554405212402,2520000,0.0,0.0
2024-01-05 17:00:00-03:00,13.862382888793945,13.97628116607666,13.85768985748291,13.973249435424805,5485440,0.0,0.0
2024-01-05 18:00:00-03:00,13.978096961975098,13.986742973327637,13.90037727355957,13.976820945739746,524224,0.0,0.0
2024-01-05 19:00:00-03:00,13.981352806091309,14.030776977539062,13.915505409240723,13.940266609191895,0,0.0,0.0
2024-01-05 20:00:00-03:00,13.946725845336914,14.092453956604004,13.946725845336914,14.063926696777344,5124160,0.0,0.0
2024-01-05 21:00:00-03:00,14.067513465881348,14.094762802124023,13.98630142211914,14.016996383666992,0,0.0,0.0
2024-01-05 22:00:00-03:00,14.016775131225586,14.016775131225586,13.892348289489746,13.892348289489746,0,0.0,0.0
2024-01-05 23:00:00-03:00,13.890703201293945,13.921514511108398,13.839530944824219,13.907038688659668,0,0.0,0.0
2024-01-06 00:00:00-03:00,13.903489112854004,13.903489112854004,13.831326484680176,13.838168144226074,0,0.0,0.0
2024-01-06 01:00:00-03:00,13.8410005569458,13.868486404418945,13.744640350341797,13.74466609954834,0,0.0,0.0
2024-01-06 02:00:00-03:00,13.744515419006348,13.744515419006348,13.47127628326416,13.517566680908203,16372832,0.0,0.0
2024-01-06 03:00:00-03:00,13.518229484558105,13.518229484558105,13.293971061706543,13.294358253479004,17575488,0.0,0.0
